; "SupportedThreads",272,"UsedThreads",272,"TotalMemory",101216694272,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1537668574,"CurrentTimeLocal","Sat Sep 22 19:09:34 2018","Hostname","nid03440","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00023
; "Time_ContextDestroy [ms]", 0.00022
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,8,21,"Success",0.080799,1429.864237,1566.827165,126.071797,148.148119,119.154043,14.048169,20.326984,3424.527993,67108864,0,67108864,5.2683563779e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,9,21,"Success",0.07971,1428.299668,1565.167346,125.867887,174.109769,126.533557,14.044528,20.322734,3454.432309,67108864,0,67108864,5.2683563779e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,10,21,"Success",0.135129,1429.726567,1564.313786,125.812868,142.545034,121.397081,14.089839,20.172213,3418.199487,67108864,0,67108864,5.2683563779e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,11,21,"Success",0.08287,1430.855426,1566.374984,126.008508,176.547296,128.513056,14.044318,20.196804,3462.630152,67108864,0,67108864,5.2683563779e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,22,"Warmup",0.08118,888.308486,1078.721591,252.035804,277.193324,280.387092,25.453659,30.428005,2832.615801,134217728,0,134217728,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,22,"Warmup",0.07897,1006.640619,1118.808288,252.231484,271.723379,263.508845,25.29636,28.872706,2967.167351,134217728,0,134217728,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,22,"Success",0.0797,975.159025,1125.839262,252.378134,268.818651,273.207387,25.31717,28.243107,2949.049046,134217728,0,134217728,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,22,"Success",0.07988,970.629558,1118.623948,251.548945,274.957056,303.838523,25.324759,28.549537,2973.559456,134217728,0,134217728,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,22,"Success",0.07799,976.043644,1130.116379,251.700235,264.298285,264.559694,25.405949,28.331417,2940.539933,134217728,0,134217728,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16777216,0,0,5,22,"Success",0.07962,1007.626609,1117.625548,251.841095,272.478778,306.14981,26.217749,28.577377,3010.603276,134217728,0,134217728,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16777216,0,0,6,22,"Success",0.08111,1008.677887,1123.443274,251.912385,262.621656,270.716719,25.596569,28.398327,2971.454657,134217728,0,134217728,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16777216,0,0,7,22,"Success",0.08357,1009.883816,1126.692592,253.618243,266.824042,294.55032,25.546949,28.203317,3005.409319,134217728,0,134217728,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16777216,0,0,8,22,"Success",0.078559,985.242587,1128.98386,252.574414,266.864402,263.151156,25.339179,28.068817,2950.309584,134217728,0,134217728,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16777216,0,0,9,22,"Success",0.1384,987.597114,1127.624591,251.764585,278.063793,263.857125,25.400919,28.208417,2962.661584,134217728,0,134217728,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16777216,0,0,10,22,"Success",0.08015,992.300041,1125.491083,252.170204,269.94267,278.299813,25.267079,28.131027,2971.688407,134217728,0,134217728,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16777216,0,0,11,22,"Success",0.07878,981.675849,1129.16834,251.644845,275.917705,289.853393,25.338949,28.365777,2982.050088,134217728,0,134217728,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",33554432,0,0,0,23,"Warmup",0.07875,1392.731593,620.743523,507.233726,984.234366,974.798804,48.38666,45.645493,4573.859155,268435456,0,268435456,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",33554432,0,0,1,23,"Warmup",0.07718,1303.456856,586.210051,506.470026,958.947597,982.522798,48.30046,45.459873,4431.451721,268435456,0,268435456,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",33554432,0,0,2,23,"Success",0.07734,1303.430816,585.084882,506.255567,956.349219,974.375644,48.30972,45.433653,4419.323131,268435456,0,268435456,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",33554432,0,0,3,23,"Success",0.07555,1304.809895,585.547152,506.463176,953.592091,975.555323,48.302111,45.457293,4419.809281,268435456,0,268435456,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",33554432,0,0,4,23,"Success",0.07909,1303.091686,587.00891,506.303857,955.679189,979.80082,48.32138,45.558613,4425.850175,268435456,0,268435456,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",33554432,0,0,5,23,"Success",0.07612,1303.500306,585.622351,506.103917,955.815859,972.703456,48.30322,45.646793,4417.778662,268435456,0,268435456,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",33554432,0,0,6,23,"Success",0.07798,1306.211613,585.814892,506.021736,954.66775,1446.528779,47.259111,45.314573,4891.903034,268435456,0,268435456,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",33554432,0,0,7,23,"Success",0.0772,1300.545608,582.030595,505.412707,1028.518309,983.875217,48.18327,45.353303,4494.002569,268435456,0,268435456,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",33554432,0,0,8,23,"Success",0.07483,1300.821657,581.867284,505.250938,986.779184,976.049612,48.209771,45.546533,4444.606569,268435456,0,268435456,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",33554432,0,0,9,23,"Success",0.07708,1302.757566,585.455251,506.744496,960.503206,1261.196199,48.358101,45.390013,4710.488212,268435456,0,268435456,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",33554432,0,0,10,23,"Success",0.07573,1303.003495,585.253512,506.627517,1006.466337,974.961674,48.32531,45.654323,4470.374288,268435456,0,268435456,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",33554432,0,0,11,23,"Success",0.07777,1303.934745,585.109082,506.778286,959.959226,973.164784,47.258822,45.382303,4421.671538,268435456,0,268435456,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",67108864,0,0,0,24,"Warmup",0.076229,6827.24011,2494.010108,1008.840554,5091.18043,5100.186293,91.813605,125.591477,20738.989266,536870912,0,536870912,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",67108864,0,0,1,24,"Warmup",0.0727,6747.307424,2568.199617,1003.942617,5110.950014,5103.6998,91.180505,128.190385,20753.549092,536870912,0,536870912,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",67108864,0,0,2,24,"Success",0.07361,6780.795126,2572.107933,1008.556704,5086.340713,5126.92582,91.643685,128.534855,20794.984396,536870912,0,536870912,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",67108864,0,0,3,24,"Success",0.073699,6771.175543,2552.040929,1011.920221,5142.608607,5154.375297,92.352254,128.102415,20852.654905,536870912,0,536870912,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",67108864,0,0,4,24,"Success",0.07405,6782.988273,2553.436777,1006.688946,5074.940221,5102.877998,95.208033,128.836774,20745.057312,536870912,0,536870912,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",67108864,0,0,5,24,"Success",0.07508,6794.683862,2553.892177,1010.714781,5120.842944,5125.421729,93.784143,128.827474,20828.24848,536870912,0,536870912,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",67108864,0,0,6,24,"Success",0.07587,6797.115859,2531.116086,1010.662351,5104.945246,5117.382995,93.683734,129.076094,20784.064535,536870912,0,536870912,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",67108864,0,0,7,24,"Success",0.07695,6779.707203,2494.244225,1011.8548,5115.778336,5172.48876,91.792405,128.361615,20794.310484,536870912,0,536870912,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",67108864,0,0,8,24,"Success",0.07515,6783.804408,2481.976025,1009.130353,5115.273626,5106.290123,92.078785,128.826474,20717.461434,536870912,0,536870912,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",67108864,0,0,9,24,"Success",0.07426,6777.076343,2510.089472,1003.998767,5145.18163,5086.617329,91.856005,127.743425,20742.643841,536870912,0,536870912,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",67108864,0,0,10,24,"Success",0.07342,6780.793619,2511.8793,1004.273367,5115.318114,5123.132958,91.960205,127.903435,20755.340688,536870912,0,536870912,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",67108864,0,0,11,24,"Success",0.0737,6793.134188,2540.727556,1007.075494,5100.661507,5044.065672,92.012284,128.061555,20705.818276,536870912,0,536870912,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",134217728,0,0,0,25,"Warmup",0.07482,11921.854889,4120.294047,2002.270355,13575.304818,13631.295032,183.699615,230.111658,45664.911664,1073741824,0,1073741824,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",134217728,0,0,1,25,"Warmup",0.07305,11935.152244,4125.052052,2005.454601,13641.819881,13567.412948,181.317156,231.074197,45687.362719,1073741824,0,1073741824,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",134217728,0,0,2,25,"Success",0.07236,11913.300788,4122.365122,2004.551331,13537.547419,13517.361573,183.496954,231.633977,45510.336214,1073741824,0,1073741824,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",134217728,0,0,3,25,"Success",0.072029,11911.306116,4107.392633,2000.635303,13529.59658,13531.864417,181.010507,230.631687,45492.516302,1073741824,0,1073741824,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",134217728,0,0,4,25,"Success",0.07272,11901.880648,4051.860166,2004.54724,13527.105377,13542.285724,178.414599,229.719127,45435.892271,1073741824,0,1073741824,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",134217728,0,0,5,25,"Success",0.07616,11916.783593,4067.127402,2008.608476,13754.608392,13766.509401,183.457065,229.739107,45926.915986,1073741824,0,1073741824,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",134217728,0,0,6,25,"Success",0.073049,11931.964287,4084.669807,2019.766646,13612.483977,13577.316714,184.126189,229.924323,45640.331552,1073741824,0,1073741824,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",134217728,0,0,7,25,"Success",0.07386,11958.377613,4125.557794,2029.582242,13621.124413,13519.85449,180.798441,231.584902,45666.960325,1073741824,0,1073741824,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",134217728,0,0,8,25,"Success",0.07448,11915.818578,4118.141937,2007.392848,13488.305368,13478.403713,180.015462,231.410832,45419.569597,1073741824,0,1073741824,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",134217728,0,0,9,25,"Success",0.07325,11912.145314,4110.17629,2003.88809,13453.002736,13438.788175,179.986431,230.533413,45328.600239,1073741824,0,1073741824,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",134217728,0,0,10,25,"Success",0.06895,11906.848331,4066.393331,2004.691238,13575.898403,13589.559061,180.006161,230.112423,45553.584268,1073741824,0,1073741824,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",134217728,0,0,11,25,"Success",0.07279,11908.480642,4064.76959,2006.001166,13592.848272,13621.657888,182.143909,230.035503,45606.01601,1073741824,0,1073741824,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",268435456,0,0,0,26,"Warmup",0.07182,7060.11955,559.483621,4030.738576,8477.832606,8455.809063,360.067017,342.220891,29286.349954,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",268435456,0,0,1,26,"Warmup",0.07238,7059.001769,561.157049,4028.141388,8624.798958,8413.777833,366.530452,343.62155,29397.108219,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",268435456,0,0,2,26,"Success",0.0716,7078.059421,561.680739,4053.432457,8420.103426,8429.378589,366.934532,343.63799,29253.304914,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",268435456,0,0,3,26,"Success",0.07264,7085.735964,566.221645,4036.447809,8664.958251,8649.396434,361.382766,342.229311,29706.45093,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",268435456,0,0,4,26,"Success",0.0703,7054.229876,560.466469,4032.777821,8545.451663,8388.517796,361.300286,342.263981,29285.084292,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",268435456,0,0,5,26,"Success",0.07078,7056.110293,560.455809,4035.364378,8464.011215,8456.29515,361.161466,341.810941,29275.286232,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",268435456,0,0,6,26,"Success",0.07232,7056.85259,560.830489,4032.554839,8365.02806,8363.447981,361.447006,342.042841,29082.282496,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",268435456,0,0,7,26,"Success",0.07291,7053.454181,561.061509,4034.538745,8452.917309,8446.074544,366.135972,342.304821,29256.566161,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",268435456,0,0,8,26,"Success",0.072159,7060.285734,561.520228,4050.473892,8415.607497,8433.588051,366.239852,342.50706,29230.300833,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",268435456,0,0,9,26,"Success",0.07362,7060.120911,560.29058,4047.889403,8454.631833,8430.270372,358.388788,342.36687,29254.038687,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",268435456,0,0,10,26,"Success",0.07199,7050.764628,559.956449,4026.012089,8436.160246,8438.596733,358.504577,342.215171,29212.287993,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",268435456,0,0,11,26,"Success",0.07285,7055.303602,560.164009,4024.34382,8414.82007,8447.776783,358.257058,342.112901,29202.857243,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",536870912,0,0,0,27,"Warmup",0.07153,13672.306813,773.038947,8067.38673,18982.563268,18924.025306,714.642405,671.83056,61805.873109,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",536870912,0,0,1,27,"Warmup",0.07106,13689.682509,772.020808,8034.871885,19213.682979,19201.884638,714.772475,670.404241,62297.396865,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",536870912,0,0,2,27,"Success",0.07123,13696.373113,774.281266,8036.688074,19080.052247,19166.432736,714.209845,670.965632,62139.080793,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",536870912,0,0,3,27,"Success",0.06585,13682.460424,773.544157,8036.141534,19013.309091,19009.563934,714.907905,671.2328,61901.234395,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",536870912,0,0,4,27,"Success",0.06871,13690.467867,772.535168,8035.777294,19428.72151,19382.134728,731.667131,671.97215,62713.351718,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",536870912,0,0,5,27,"Success",0.07218,13728.934085,775.037375,8072.892913,19034.118803,19056.918604,731.803371,673.419619,62073.20357,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",536870912,0,0,6,27,"Success",0.07442,13732.63801,775.827686,8069.452365,19031.510135,19049.707999,730.547892,672.122059,62061.887606,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",536870912,0,0,7,27,"Success",0.07147,13736.049188,775.861195,8056.464826,19321.534546,19290.341172,730.660582,672.0002,62582.990019,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",536870912,0,0,8,27,"Success",0.07235,13740.767444,776.592704,8051.428977,19051.539315,19054.522406,730.261561,675.208086,62080.399853,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",536870912,0,0,9,27,"Success",0.07381,13725.883796,775.216694,8057.074578,18923.203656,18940.777245,730.467823,671.503243,61824.207635,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",536870912,0,0,10,27,"Success",0.07277,13749.031056,776.855266,8079.78949,19248.753435,19275.668446,730.649044,672.039425,62532.865502,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",536870912,0,0,11,27,"Success",0.07224,13743.739976,775.827569,8074.161832,19037.380152,19025.030152,730.787487,671.377387,62058.383795,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw","Inplace","Complex","float",1,"powerof2",1073741824,0,0,0,28,"Warmup",0.07296,6614.293122,6851.47133,16372.712166,4134.931262,3892.221524,1627.317297,947.874867,40440.901398,8589934592,0,8589934592,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1073741824,0,0,1,28,"Warmup",0.07326,6599.036012,6799.552246,16376.356044,4069.825846,3957.523536,1638.897647,944.963614,40386.234665,8589934592,0,8589934592,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1073741824,0,0,2,28,"Success",0.07259,6680.798352,6797.90408,16371.387102,4035.952571,3828.466027,1631.422032,945.322257,40291.332001,8589934592,0,8589934592,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1073741824,0,0,3,28,"Success",0.0721,6597.641185,6889.762769,16377.921015,3899.820221,3885.362719,1640.174546,945.39914,40236.159895,8589934592,0,8589934592,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1073741824,0,0,4,28,"Success",0.07153,6595.000199,6777.814118,16365.8788,4026.976516,3796.31866,1633.187991,945.783831,40141.038075,8589934592,0,8589934592,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1073741824,0,0,5,28,"Success",0.07043,6683.70907,6792.57363,16370.635995,3831.702347,3883.305376,1624.262515,943.368498,40129.634321,8589934592,0,8589934592,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1073741824,0,0,6,28,"Success",0.07284,6619.126889,6799.324413,16373.21039,3830.41594,3726.750318,1619.554976,945.764328,39914.227344,8589934592,0,8589934592,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1073741824,0,0,7,28,"Success",0.07104,6614.062325,6792.684741,16359.528005,3892.334446,3876.258887,1627.844551,948.080508,40110.871103,8589934592,0,8589934592,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1073741824,0,0,8,28,"Success",0.0725,6687.975635,6809.282601,16361.095341,3976.877255,4007.40396,1637.733824,948.807189,40429.255435,8589934592,0,8589934592,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1073741824,0,0,9,28,"Success",0.132189,6606.367944,6796.407306,16367.898221,3939.297972,3759.560961,1632.544985,946.275345,40048.491333,8589934592,0,8589934592,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1073741824,0,0,10,28,"Success",0.07265,6609.983528,6787.015057,16380.893841,3893.491199,3811.00605,1627.893265,944.66522,40055.02739,8589934592,0,8589934592,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1073741824,0,0,11,28,"Success",0.07074,6614.540761,6856.021583,16381.654867,3885.32723,3793.114881,1640.213075,944.471633,40115.42199,8589934592,0,8589934592,0,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,0,29,"Warmup",0.00108,0.0932,0.05257,0.00139,0.00283,0.00344,0.00022,0.00241,0.1588,72,0,72,1.6222329554e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,1,29,"Warmup",0.00107,0.09091,0.05344,0.0012,0.00259,0.00265,0.0002,0.0024,0.15611,72,0,72,1.6222329554e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,2,29,"Success",0.00104,0.09045,0.05431,0.00139,0.0023,0.00274,0.0002,0.00251,0.15656,72,0,72,1.6222329554e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,3,29,"Success",0.00121,0.09083,0.05311,0.00136,0.00267,0.00261,0.00021,0.00243,0.15609,72,0,72,1.6222329554e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,4,29,"Success",0.00109,0.09074,0.05321,0.00125,0.00282,0.00267,0.00023,0.00247,0.15607,72,0,72,1.6222329554e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,5,29,"Success",0.00139,0.08988,0.05324,0.0012,0.00263,0.00295,0.00022,0.00261,0.15581,72,0,72,1.6222329554e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,6,29,"Success",0.00111,0.08937,0.05375,0.00137,0.0028,0.00267,0.00022,0.00241,0.15544,72,0,72,1.6222329554e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,7,29,"Success",0.00113,0.08829,0.05303,0.00119,0.00273,0.00264,0.00022,0.00234,0.15326,72,0,72,1.6222329554e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,8,29,"Success",0.00107,0.08914,0.05304,0.00132,0.0029,0.00269,0.0002,0.00241,0.15446,72,0,72,1.6222329554e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,9,29,"Success",0.00105,0.08858,0.05248,0.00126,0.00262,0.00267,0.00023,0.00245,0.15296,72,0,72,1.6222329554e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,10,29,"Success",0.0011,0.08997,0.05384,0.00116,0.00266,0.00253,0.00021,0.0024,0.15554,72,0,72,1.6222329554e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,11,29,"Success",0.00104,0.0884,0.05312,0.00121,0.00276,0.00267,0.00023,0.00239,0.15364,72,0,72,1.6222329554e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,0,47,"Warmup",0.00125,0.09962,0.0605,0.00118,0.00443,0.00287,0.00021,0.00253,0.17437,200,0,200,3.4904783973e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,1,47,"Warmup",0.00116,0.09593,0.06095,0.00108,0.00569,0.00291,0.00015,0.00233,0.17176,200,0,200,3.4904783973e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,2,47,"Success",0.00135,0.09683,0.06069,0.00089,0.00427,0.00328,0.00018,0.0027,0.17181,200,0,200,3.4904783973e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,3,47,"Success",0.00105,0.0991,0.06157,0.00105,0.00596,0.00322,0.00019,0.00277,0.17661,200,0,200,3.4904783973e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,4,47,"Success",0.0012,0.09734,0.0606,0.00098,0.00419,0.00273,0.0002,0.00257,0.17149,200,0,200,3.4904783973e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,5,47,"Success",0.00121,0.09615,0.06093,0.00097,0.00414,0.00283,0.0002,0.00271,0.17087,200,0,200,3.4904783973e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,6,47,"Success",0.00133,0.09757,0.06032,0.0009,0.00415,0.00318,0.00021,0.00261,0.17207,200,0,200,3.4904783973e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,7,47,"Success",0.00111,0.09737,0.0611,0.00106,0.00416,0.00313,0.00018,0.00266,0.17243,200,0,200,3.4904783973e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,8,47,"Success",0.00107,0.09645,0.06031,0.00097,0.00443,0.00266,0.00016,0.00252,0.17033,200,0,200,3.4904783973e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,9,47,"Success",0.00137,0.09357,0.06041,0.00105,0.0045,0.00321,0.00018,0.00274,0.1688,200,0,200,3.4904783973e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,10,47,"Success",0.00135,0.09609,0.06098,0.00103,0.0047,0.00322,0.00014,0.00249,0.17172,200,0,200,3.4904783973e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,11,47,"Success",0.00105,0.09756,0.06064,0.00105,0.00568,0.00291,0.00018,0.0025,0.17327,200,0,200,3.4904783973e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,0,30,"Warmup",0.00174,12.361886,10.703138,0.00126,1.412178,0.29584,0.00121,0.09022,24.871532,216,0,216,1.0116321363e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,1,30,"Warmup",0.00163,12.926815,10.713878,0.00126,9.717679,0.296879,0.00122,0.0928,33.756361,216,0,216,1.0116321363e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,2,30,"Success",0.00186,12.805725,10.764938,0.00124,1.437248,0.30939,0.00107,0.09762,25.426791,216,0,216,1.0116321363e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,3,30,"Success",0.00184,12.843155,10.719308,0.00112,1.392639,0.316269,0.00127,0.09026,25.370341,216,0,216,1.0116321363e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,4,30,"Success",0.00182,12.697116,10.644698,0.00122,1.381588,0.30653,0.00257,0.08924,25.128742,216,0,216,1.0116321363e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,5,30,"Success",0.0021,12.803455,10.724748,0.00124,1.361858,0.30127,0.00076,0.09945,25.298931,216,0,216,1.0116321363e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,6,30,"Success",0.0018,12.764686,10.566838,0.00127,1.404528,0.30604,0.00133,0.0899,25.140892,216,0,216,1.0116321363e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,7,30,"Success",0.00171,12.948125,10.672078,0.00122,1.520458,0.30683,0.00087,0.09046,25.545811,216,0,216,1.0116321363e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,8,30,"Success",0.00162,12.741905,10.639949,0.00109,1.375868,0.35323,0.00086,0.09404,25.213632,216,0,216,1.0116321363e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,9,30,"Success",0.00179,12.748875,10.688228,0.00123,1.382499,0.288379,0.0009,0.09582,25.212161,216,0,216,1.0116321363e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,10,30,"Success",0.0018,12.738506,10.740187,0.00128,1.361359,0.312379,0.00121,0.08974,25.250521,216,0,216,1.0116321363e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,11,30,"Success",0.0018,12.687445,10.672858,0.00122,1.370118,0.30455,0.00063,0.08752,25.130371,216,0,216,1.0116321363e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,0,59,"Warmup",0.00169,5.253707,4.127068,0.00112,1.56943,0.30863,0.001,0.150869,11.417954,392,0,392,3.1587993645e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,1,59,"Warmup",0.00185,5.749787,4.081038,0.00114,1.835219,0.31541,0.00108,0.15063,12.140434,392,0,392,3.1587993645e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,2,59,"Success",0.00166,5.801967,4.076178,0.0011,1.532349,0.31853,0.00118,0.14392,11.881084,392,0,392,3.1587993645e-08,0
